,0
0,92.35619469026547
1,89.8008849557522
2,89.4358407079646
3,91.99115044247787
4,89.80088495575227
5,89.4358407079646
6,85.05530973451339
7,84.32522123893806
8,84.32522123893806
9,84.32522123893806
10,82.49999999999996
11,79.5796460176991
12,72.64380530973445
13,71.54867256637168
14,71.54867256637168
15,71.54867256637168
16,74.10398230088495
17,74.10398230088495
18,76.65929203539822
19,76.65929203539822
20,79.21460176991151
21,77.02433628318589
22,76.65929203539822
23,76.65929203539822
24,76.65929203539822
25,74.46902654867255
26,74.10398230088495
27,71.91371681415927
28,71.54867256637168
29,71.54867256637168
30,62.05752212389376
31,59.137168141592895
32,58.77212389380531
33,58.77212389380531
34,58.77212389380531
35,58.77212389380531
36,58.77212389380531
37,58.77212389380531
38,61.32743362831859
39,61.32743362831859
40,61.32743362831859
41,59.137168141592895
42,59.137168141592895
43,58.77212389380531
44,58.77212389380531
45,56.58185840707962
46,56.216814159292035
47,56.216814159292035
48,56.216814159292035
49,56.216814159292035
50,56.216814159292035
51,52.20132743362848
52,46.72566371681412
53,43.80530973451325
54,43.440265486725664
55,43.440265486725664
56,43.440265486725664
57,39.059734513274286
58,38.32964601769911
59,38.32964601769911
60,38.32964601769911
61,38.32964601769911
62,40.88495575221239
63,38.6946902654867
64,38.32964601769911
65,38.32964601769911
66,40.88495575221239
67,40.88495575221239
68,38.6946902654867
69,38.32964601769911
70,38.32964601769911
71,38.32964601769911
72,38.32964601769911
73,38.32964601769911
74,38.32964601769911
75,36.13938053097343
76,35.77433628318584
77,33.219026548672566
78,38.32964601769911
79,41.25000000000001
80,36.13938053097343
81,35.77433628318584
82,38.32964601769911
83,43.440265486725664
84,40.88495575221239
85,40.88495575221239
86,43.440265486725664
87,43.440265486725664
88,43.440265486725664
89,43.440265486725664
90,45.99557522123894
91,45.99557522123894
92,43.80530973451325
93,43.440265486725664
94,41.24999999999998
95,40.88495575221239
96,40.88495575221239
97,40.88495575221239
98,40.88495575221239
99,38.32964601769911
100,36.13938053097343
101,35.77433628318584
102,35.77433628318584
103,35.77433628318584
104,35.77433628318584
105,35.77433628318584
106,38.32964601769911
107,38.32964601769911
108,38.32964601769911
109,38.32964601769911
110,36.13938053097343
111,35.77433628318584
112,38.32964601769911
113,38.32964601769911
114,38.32964601769911
115,38.32964601769911
116,38.32964601769911
117,36.13938053097343
118,35.77433628318584
119,35.77433628318584
120,35.77433628318584
121,35.77433628318584
122,35.77433628318584
123,33.58407079646015
124,33.219026548672566
125,31.02876106194688
126,30.663716814159294
127,28.473451327433608
128,28.108407079646017
129,28.108407079646017
130,28.108407079646017
131,28.108407079646017
132,28.108407079646017
133,28.108407079646017
134,28.108407079646017
135,28.108407079646017
136,28.108407079646017
137,28.108407079646017
138,28.108407079646017
139,28.473451327433647
140,30.663716814159294
141,30.663716814159294
142,30.663716814159294
143,30.663716814159294
144,28.108407079646017
145,28.473451327433608
146,28.108407079646017
147,28.108407079646017
148,28.108407079646017
149,25.918141592920335
150,25.553097345132745
151,25.553097345132745
152,25.553097345132745
153,25.553097345132745
154,25.553097345132745
155,25.553097345132745
156,25.553097345132745
157,25.553097345132745
158,23.36283185840706
159,22.99778761061947
160,22.99778761061947
161,22.99778761061947
162,22.99778761061947
163,22.99778761061947
164,22.99778761061947
165,22.99778761061947
166,22.99778761061947
167,22.99778761061947
168,22.99778761061947
169,20.807522123893783
170,20.442477876106196
171,20.442477876106196
172,20.442477876106196
173,20.442477876106196
174,20.442477876106196
175,20.442477876106196
176,20.442477876106196
177,20.442477876106196
178,20.442477876106196
179,20.442477876106196
180,978.683628318584
181,978.683628318584
182,978.683628318584
183,978.683628318584
184,978.683628318584
185,976.4933628318585
186,973.9380530973451
187,973.5730088495575
188,973.5730088495575
189,971.3827433628319
190,968.8274336283185
191,968.462389380531
192,968.462389380531
193,966.2721238938053
194,965.9070796460177
195,965.9070796460177
196,965.9070796460177
197,965.9070796460177
198,965.9070796460177
199,965.9070796460177
200,965.9070796460177
201,965.9070796460177
202,965.9070796460177
203,965.9070796460177
204,965.9070796460177
205,965.9070796460177
206,965.9070796460177
