,0,,
0,459.2478934,143,3.21152373
1,491.1677501,157,3.128457007
2,425.7088868,140,3.040777763
3,489.7244086,167,2.932481489
4,498.560926,164,3.040005646
5,454.2257442,154,2.949517819
6,413.7473195,138,2.998168982
7,407.8795494,137,2.977222988
8,460.6716607,150,3.071144405
9,598.7312165,185,3.236384954
10,712.2344956,217,3.282186615
11,542.955019,163,3.331012387
